Campaign_ID,Campaign_Type,Target_Audience,Channel_Used,Language,Customer_Segment,campaign_date,Duration,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Engagement_Score
NY-CMP-1703,"Social Media","Working Women","YouTube, WhatsApp, Email",Tamil,Youth,2024-12-29,17,95025,6375,3482,1175,796650,212.81,2.19,11.61
NY-CMP-1704,"Paid Ads","Premium Shoppers","WhatsApp, Facebook",Bengali,"College Students",2024-09-03,30,83836,4532,1580,600,244800,261.38,0.56,8.01
NY-CMP-1705,Influencer,"College Students","YouTube, Instagram, Email",Hindi,"Working Women",2024-08-13,25,38961,5841,2641,832,433472,185.01,1.82,23.91
NY-CMP-1706,Email,"Tier 2 City Customers","Google, YouTube",Hindi,"Working Women",2024-08-22,23,81008,8639,3199,1891,1431487,75.76,8.99,16.95
NY-CMP-1707,Email,"College Students",Email,Bengali,"Premium Shoppers",2024-09-10,20,55391,3228,793,385,81620,666.26,-0.68,7.95
NY-CMP-1708,"Paid Ads","Tier 2 City Customers","Email, Facebook",English,"Working Women",2024-11-22,16,19339,2136,1210,709,365135,261.11,0.97,20.97
NY-CMP-1709,SEO,"Tier 2 City Customers","Facebook, YouTube, Google",Tamil,"College Students",2024-09-21,27,47764,1008,366,127,98044,1716.16,-0.55,3.14
NY-CMP-1710,"Social Media","Premium Shoppers","Email, Facebook, Google",Bengali,Youth,2025-02-13,26,91495,2253,843,646,273258,267.41,0.58,4.09
NY-CMP-1711,Influencer,"College Students","WhatsApp, YouTube, Instagram",English,"Premium Shoppers",2024-10-12,12,53169,4490,2268,861,344400,324.67,0.23,14.33
NY-CMP-1712,SEO,"Working Women","Google, Instagram, Email",Hindi,"College Students",2024-08-19,30,75916,10438,3420,1572,971496,74.37,7.31,20.33
NY-CMP-1713,"Paid Ads","Tier 2 City Customers",Email,Tamil,"Premium Shoppers",2025-04-17,11,69786,4680,1324,663,262548,184.49,1.15,9.55
NY-CMP-1714,Email,"Working Women",Email,Tamil,Youth,2024-08-26,17,70446,3231,970,601,214557,371.2,-0.04,6.82
NY-CMP-1715,Influencer,"Working Women",Instagram,English,"Working Women",2024-08-11,26,65800,8996,4071,2307,1434954,123.45,4.04,23.36
NY-CMP-1716,"Social Media",Youth,Facebook,Bengali,"Premium Shoppers",2024-11-27,21,70302,8041,1964,995,299495,95.49,2.15,15.65
NY-CMP-1717,SEO,Youth,YouTube,Bengali,"College Students",2024-07-06,8,61671,5873,1514,886,649438,236.91,2.09,13.41
NY-CMP-1718,SEO,"College Students","Email, WhatsApp",Bengali,Youth,2024-12-30,25,17031,815,459,242,143022,537.58,0.1,8.9
NY-CMP-1719,Influencer,"Premium Shoppers","WhatsApp, Email, YouTube",Bengali,"Working Women",2024-07-05,17,77081,1552,813,440,316360,215.71,2.33,3.64
NY-CMP-1720,Influencer,"Premium Shoppers","YouTube, Facebook",Bengali,"Working Women",2024-07-07,24,34765,1986,429,321,202230,465.86,0.35,7.87
NY-CMP-1721,Email,"Tier 2 City Customers","WhatsApp, Instagram, Email",English,"College Students",2025-02-20,27,43130,882,238,114,40470,1954.66,-0.82,2.86
NY-CMP-1722,SEO,"College Students",Email,Bengali,"College Students",2025-03-14,20,57458,4599,2493,1227,669942,101.03,4.4,14.48
NY-CMP-1723,Influencer,"Working Women","Facebook, Google",Bengali,"Working Women",2024-12-09,19,68640,6606,1701,1344,956928,87.76,7.11,14.06
NY-CMP-1724,"Paid Ads","Working Women",WhatsApp,English,Youth,2025-04-21,13,56785,8244,4046,2055,427440,85.47,1.43,25.26
NY-CMP-1725,"Social Media","Premium Shoppers","Facebook, Email, Google",Tamil,Youth,2024-09-04,9,29056,3781,2177,727,509627,89.58,6.83,23.01
NY-CMP-1726,"Paid Ads","College Students","WhatsApp, Instagram, Google",Hindi,"Tier 2 City Customers",2024-12-31,6,17707,1825,1021,483,340032,522.95,0.35,18.8
NY-CMP-1727,"Social Media",Youth,Facebook,Hindi,"Premium Shoppers",2025-03-26,19,10345,920,521,298,122180,469.99,-0.13,16.81
NY-CMP-1728,Email,"College Students","WhatsApp, YouTube",Bengali,"Working Women",2024-11-26,14,94256,12138,5130,2937,878163,29.8,9.03,21.44
NY-CMP-1729,Influencer,"Tier 2 City Customers","Google, Email, Instagram",Tamil,"Tier 2 City Customers",2025-01-21,29,34715,2635,793,596,405876,366.46,0.86,11.59
NY-CMP-1730,"Social Media","Premium Shoppers","YouTube, Instagram, Google",Bengali,"College Students",2024-10-27,14,22153,3024,799,413,287448,246.42,1.82,19.12
NY-CMP-1731,Influencer,"Tier 2 City Customers",Facebook,Bengali,Youth,2025-02-01,8,38083,3562,1932,660,313500,313.56,0.51,16.16
NY-CMP-1732,SEO,"College Students","Facebook, YouTube",Bengali,Youth,2025-01-29,6,34959,1479,311,188,128592,1366.88,-0.5,5.66
NY-CMP-1733,SEO,"Tier 2 City Customers",YouTube,English,Youth,2025-05-12,8,33656,2212,989,583,290334,217.86,1.29,11.24
NY-CMP-1734,Influencer,"College Students","Google, WhatsApp",English,"Tier 2 City Customers",2024-10-26,24,82754,5591,1179,639,307998,106.42,3.53,8.95
NY-CMP-1735,"Social Media","Working Women","Google, Facebook, Instagram",Hindi,"Premium Shoppers",2024-10-19,22,13049,1438,572,334,87174,356.54,-0.27,17.96
NY-CMP-1736,Email,"College Students","Instagram, Facebook, Google",English,"Tier 2 City Customers",2024-12-22,17,32509,1241,374,294,61152,576.34,-0.64,5.87
NY-CMP-1737,Influencer,Youth,"Facebook, Instagram, WhatsApp",Hindi,Youth,2025-06-12,6,91739,5867,3091,1029,680169,205.98,2.21,10.89
NY-CMP-1738,Influencer,"Working Women","WhatsApp, YouTube, Facebook",Hindi,"College Students",2025-01-08,15,54922,1692,426,326,223636,917.29,-0.25,4.45
NY-CMP-1739,Influencer,"College Students","Email, WhatsApp",English,"Premium Shoppers",2025-04-12,10,15457,1866,584,429,222651,688.85,-0.25,18.63
NY-CMP-1740,Email,"College Students","WhatsApp, Email",Hindi,"Premium Shoppers",2025-01-04,22,27263,3222,1477,549,297558,247.3,1.19,19.25
NY-CMP-1741,"Paid Ads","Premium Shoppers",Google,Hindi,Youth,2024-10-20,10,51806,1542,327,157,97340,764.99,-0.19,3.91
NY-CMP-1742,SEO,"Tier 2 City Customers","YouTube, Facebook, Google",English,"Tier 2 City Customers",2025-04-23,8,68409,3991,798,594,282150,345.6,0.37,7.87
NY-CMP-1743,"Paid Ads","Tier 2 City Customers","Facebook, YouTube, Email",Tamil,"Tier 2 City Customers",2024-10-28,9,96668,4849,2337,1776,831168,130.84,2.58,9.27
NY-CMP-1744,Influencer,"Working Women","Google, Facebook",Bengali,"Tier 2 City Customers",2025-04-04,17,35851,3305,1075,497,370762,398.97,0.87,13.6
NY-CMP-1745,Influencer,"College Students","Google, Email",English,"Premium Shoppers",2024-07-22,29,61374,3268,1307,937,670892,140.42,4.1,8.98
NY-CMP-1746,"Paid Ads","Premium Shoppers","Facebook, WhatsApp",Hindi,"Tier 2 City Customers",2024-07-20,20,36685,2018,818,279,87327,973.3,-0.68,8.49
NY-CMP-1747,"Paid Ads","Working Women","Facebook, YouTube, Instagram",Hindi,Youth,2024-08-29,20,86637,6577,3489,2728,578336,23.86,7.89,14.77
NY-CMP-1748,"Paid Ads","Working Women",YouTube,Bengali,Youth,2024-07-28,18,88623,4732,2222,1100,416900,156.13,1.43,9.09
NY-CMP-1749,"Paid Ads",Youth,WhatsApp,Hindi,"Premium Shoppers",2024-12-24,16,85138,3495,1252,431,281012,621.86,0.05,6.08
NY-CMP-1750,Influencer,"Working Women","Instagram, YouTube",Tamil,"Working Women",2024-07-10,18,36834,3437,1895,791,337757,197.52,1.16,16.62
NY-CMP-1751,SEO,"College Students",Facebook,Hindi,"Tier 2 City Customers",2025-03-09,15,38727,4175,1688,1320,491040,191,0.95,18.55
NY-CMP-1752,"Social Media","Tier 2 City Customers","Facebook, WhatsApp",Tamil,"Tier 2 City Customers",2025-01-24,16,18643,772,221,67,14807,3263.19,-0.93,5.69
NY-CMP-1753,"Social Media",Youth,"Facebook, Google, Instagram",Tamil,"Tier 2 City Customers",2025-02-24,20,96148,9092,4386,2434,1944766,94.54,7.45,16.55
NY-CMP-1754,SEO,"Premium Shoppers",Email,Bengali,"Working Women",2024-10-07,13,53327,2746,1349,956,391004,171.12,1.39,9.47
NY-CMP-1755,Influencer,Youth,"WhatsApp, Email",Hindi,"College Students",2025-05-05,21,97185,11138,4000,2421,1396917,111.01,4.2,18.07
NY-CMP-1756,"Social Media","Working Women","Instagram, WhatsApp",Tamil,"Premium Shoppers",2024-11-25,17,79863,9112,3909,1717,1033634,73.4,7.2,18.45
NY-CMP-1757,"Paid Ads","College Students",Google,Tamil,"Premium Shoppers",2024-07-17,13,20751,1567,635,221,64974,918.19,-0.68,11.68
NY-CMP-1758,Influencer,"College Students","Facebook, Email, YouTube",Hindi,"College Students",2024-09-30,30,57300,1272,411,159,70437,767.97,-0.42,3.21
NY-CMP-1759,"Social Media","Working Women","WhatsApp, YouTube, Facebook",Tamil,Youth,2024-07-09,25,53555,4471,1902,1088,567936,130.44,3,13.93
NY-CMP-1760,"Social Media","Premium Shoppers",WhatsApp,Bengali,"Working Women",2025-02-05,18,62329,7431,1561,896,493696,291.99,0.89,15.86
NY-CMP-1761,Influencer,"Working Women","YouTube, Facebook, Instagram",Hindi,Youth,2025-04-11,28,50597,1785,953,596,454152,288.65,1.64,6.59
NY-CMP-1762,"Social Media","Tier 2 City Customers","WhatsApp, YouTube, Google",Bengali,"College Students",2025-05-11,11,93411,8512,4422,2724,626520,47.52,3.84,16.76
NY-CMP-1763,SEO,"Premium Shoppers",Email,Tamil,"Premium Shoppers",2025-04-11,28,48578,4373,931,349,234179,332.64,1.02,11.64
NY-CMP-1764,SEO,"Tier 2 City Customers",YouTube,English,"Working Women",2024-12-30,6,65768,2953,1270,864,342144,75.45,4.25,7.73
NY-CMP-1765,"Social Media","College Students","Google, Facebook",Tamil,"Working Women",2024-10-30,21,65851,8522,1797,850,572900,205.24,2.28,16.96
NY-CMP-1766,SEO,"Premium Shoppers","Email, Instagram",English,"Working Women",2024-11-16,25,61182,4514,1702,968,517880,228.7,1.34,11.74
NY-CMP-1767,"Social Media",Youth,"WhatsApp, Facebook, Instagram",English,Youth,2025-01-27,7,65069,7616,3670,2111,1446035,121.35,4.64,20.59
NY-CMP-1768,"Social Media","Working Women","WhatsApp, Facebook, YouTube",Bengali,"College Students",2024-07-24,29,35954,4836,1533,528,392832,168.87,3.41,19.18
NY-CMP-1769,"Social Media",Youth,Email,English,"Premium Shoppers",2024-12-27,17,52304,7627,4302,2616,1090872,77.6,4.37,27.81
NY-CMP-1770,"Social Media",Youth,"YouTube, Google, WhatsApp",English,Youth,2025-02-14,15,91831,10612,5023,3942,1273266,68.93,3.69,21.32
NY-CMP-1771,Influencer,"Tier 2 City Customers",Instagram,English,"Premium Shoppers",2025-05-29,16,19525,2911,1251,886,300354,218.51,0.55,25.85
NY-CMP-1772,Email,"Tier 2 City Customers","YouTube, WhatsApp, Google",Tamil,"Working Women",2024-11-09,19,49119,2420,1124,641,295501,253.94,0.82,8.52
NY-CMP-1773,"Paid Ads","Working Women","WhatsApp, Email",English,"College Students",2024-09-23,25,74828,9625,3617,1743,829668,75.17,5.33,20.03
NY-CMP-1774,Influencer,"Working Women","Google, Facebook",Tamil,"College Students",2025-03-12,7,24792,3148,1647,1112,332488,187.92,0.59,23.83
NY-CMP-1775,"Paid Ads","Premium Shoppers","WhatsApp, Email",Hindi,"College Students",2024-11-13,8,38472,3310,1372,964,669980,110.71,5.28,14.68
NY-CMP-1776,SEO,"College Students","Facebook, Email, WhatsApp",Tamil,Youth,2024-08-28,14,59214,3617,1557,1038,649788,277.8,1.25,10.49
NY-CMP-1777,Email,"Tier 2 City Customers","Instagram, Facebook",Bengali,"Working Women",2024-11-20,13,69788,7754,3949,1587,1060116,169.89,2.93,19.04
NY-CMP-1778,Email,"Working Women","Facebook, Google, Email",Hindi,"College Students",2024-09-29,25,64784,3417,873,325,116675,511.17,-0.3,7.12
NY-CMP-1779,"Paid Ads",Youth,"Facebook, YouTube",Bengali,"College Students",2025-03-04,17,44992,2520,1363,439,218622,497.45,0,9.61
NY-CMP-1780,"Paid Ads",Youth,"Email, Instagram",English,"College Students",2024-11-17,20,64615,7428,1643,547,118699,341.02,-0.36,14.89
NY-CMP-1781,"Paid Ads","Working Women","Instagram, Google, WhatsApp",Tamil,"College Students",2024-07-04,19,38593,1993,679,260,98800,481.33,-0.21,7.6
NY-CMP-1782,"Paid Ads","Premium Shoppers","Email, WhatsApp",Hindi,"Working Women",2025-01-10,21,31016,2683,634,440,104720,275.68,-0.14,12.11
NY-CMP-1783,SEO,"Premium Shoppers","Instagram, Google, WhatsApp",Bengali,"Tier 2 City Customers",2025-02-22,28,64476,5508,1310,1041,517377,272.61,0.82,12.19
NY-CMP-1784,SEO,Youth,"Google, YouTube",English,"College Students",2025-02-07,12,68220,5210,1480,683,230171,85.14,2.96,10.81
NY-CMP-1785,SEO,Youth,"Google, Facebook, WhatsApp",Bengali,Youth,2024-12-01,15,26153,2774,1265,609,479283,82.67,8.52,17.77
NY-CMP-1786,"Paid Ads","College Students","Email, Facebook",Tamil,Youth,2024-07-21,17,19187,920,388,186,80352,1406.39,-0.69,7.79
NY-CMP-1787,SEO,"Working Women","Facebook, Instagram",Tamil,Youth,2024-11-10,6,40328,3095,765,321,249096,583.1,0.33,10.37
NY-CMP-1788,SEO,Youth,"Facebook, Email, YouTube",Bengali,"College Students",2025-01-09,6,98437,13063,4750,2614,912286,38.65,8.03,20.75
NY-CMP-1789,"Paid Ads","College Students","Instagram, Email",Bengali,"Tier 2 City Customers",2024-12-06,9,11231,1189,464,338,155818,396.88,0.16,17.73
NY-CMP-1790,"Social Media","Tier 2 City Customers","Instagram, YouTube, Facebook",Bengali,Youth,2025-05-22,7,57776,1529,347,113,47121,2350.3,-0.82,3.44
NY-CMP-1791,Influencer,Youth,"Google, Email",Bengali,"Tier 2 City Customers",2025-04-07,13,42522,4227,2132,1101,238917,140.04,0.55,17.54
NY-CMP-1792,Influencer,"Working Women","Email, Google, WhatsApp",Bengali,"Tier 2 City Customers",2024-11-27,12,31723,1589,730,537,137472,453.47,-0.44,9
NY-CMP-1793,Email,"Tier 2 City Customers","WhatsApp, Google, YouTube",Tamil,Youth,2024-10-13,10,92496,3762,1544,792,588456,211.11,2.52,6.59
NY-CMP-1794,"Paid Ads","Premium Shoppers","Instagram, Facebook",English,"College Students",2024-08-07,15,85416,2362,870,261,192879,412.72,0.79,4.09
NY-CMP-1795,Influencer,"Premium Shoppers",Email,Hindi,"Premium Shoppers",2024-10-10,18,51904,4532,1465,562,143872,493.28,-0.48,12.64
NY-CMP-1796,"Social Media","Premium Shoppers","WhatsApp, Facebook, Email",Hindi,Youth,2025-02-22,23,72141,3595,1530,783,444744,152.39,2.73,8.19
NY-CMP-1797,Influencer,"Working Women","Instagram, Google",Hindi,"Working Women",2024-08-07,25,58086,8550,1738,1111,515504,226.48,1.05,19.62
NY-CMP-1798,Email,"Premium Shoppers",WhatsApp,Hindi,"College Students",2024-07-07,30,73103,7708,1909,1459,1056316,70.37,9.29,15.15
NY-CMP-1799,Email,Youth,YouTube,Tamil,"Tier 2 City Customers",2024-12-09,17,98439,5553,3199,2021,470893,131.92,0.77,10.94
NY-CMP-1800,Email,"Tier 2 City Customers","WhatsApp, YouTube, Facebook",Bengali,"Working Women",2025-05-21,16,49826,5988,2259,1123,729950,89.8,6.24,18.81
NY-CMP-1801,"Paid Ads","Working Women",Google,Hindi,"College Students",2024-09-10,26,82484,5122,1393,1081,255116,164.93,0.43,9.21
NY-CMP-1802,"Paid Ads","Premium Shoppers",Email,Hindi,Youth,2024-08-25,29,45452,2402,792,266,186466,355.17,0.97,7.61
NY-CMP-1803,Email,"Premium Shoppers",Email,Bengali,"Tier 2 City Customers",2024-10-02,11,21615,582,306,232,78184,1020.32,-0.67,5.18
NY-CMP-1804,Influencer,"College Students","Google, WhatsApp, YouTube",English,Youth,2024-09-16,18,56343,4693,2242,1007,526661,279.32,0.87,14.1
NY-CMP-1805,SEO,"Premium Shoppers","Google, Instagram",Hindi,Youth,2024-07-25,15,96602,9617,3372,1871,501428,40.01,5.7,15.38
NY-CMP-1806,SEO,"College Students","Instagram, Google, YouTube",Bengali,"Working Women",2025-05-17,20,61721,5986,1715,939,288273,181.85,0.69,14
NY-CMP-1807,Influencer,"Working Women","YouTube, Email",English,Youth,2024-11-07,5,83649,5728,1985,1423,570623,125.33,2.2,10.92
NY-CMP-1808,SEO,"Tier 2 City Customers","Facebook, WhatsApp",Bengali,Youth,2024-12-28,30,21930,1294,303,189,95823,290.71,0.74,8.14
NY-CMP-1809,"Social Media","Working Women","Facebook, Email, WhatsApp",Bengali,"College Students",2024-10-03,25,82238,9376,4003,1851,805185,103.25,3.21,18.52
NY-CMP-1810,Influencer,Youth,Instagram,English,"Tier 2 City Customers",2024-12-22,7,71367,8041,4579,3068,2350088,42.3,17.11,21.98
NY-CMP-1811,"Social Media","College Students",Google,Hindi,"Premium Shoppers",2024-08-25,29,57762,7992,4372,2684,2098888,28.91,26.05,26.05
NY-CMP-1812,Email,"College Students","Instagram, WhatsApp",English,"Working Women",2024-10-20,13,38408,2590,1455,529,121670,368.1,-0.38,11.91
NY-CMP-1813,"Paid Ads","Tier 2 City Customers","Google, Instagram",Tamil,"Tier 2 City Customers",2024-07-20,25,76961,10441,3904,1911,473928,137.41,0.8,21.12
NY-CMP-1814,"Paid Ads",Youth,Instagram,Tamil,"College Students",2024-10-04,13,66009,6138,3186,1636,472804,113.2,1.55,16.6
NY-CMP-1815,SEO,"Working Women",Email,English,"College Students",2024-08-21,11,72399,9726,4877,1838,1380338,155.99,3.81,22.71
NY-CMP-1816,"Paid Ads",Youth,"Facebook, Email",Bengali,"Premium Shoppers",2025-06-11,12,76944,4094,1283,453,242355,584.04,-0.08,7.58
NY-CMP-1817,Influencer,"Tier 2 City Customers",Facebook,Hindi,"Premium Shoppers",2025-05-03,15,22138,1240,460,352,202048,754.84,-0.24,9.27
NY-CMP-1818,Email,"Working Women","WhatsApp, Instagram",English,"Tier 2 City Customers",2025-04-09,14,31685,3640,1833,576,310464,405,0.33,19.09
NY-CMP-1819,SEO,Youth,"YouTube, WhatsApp, Email",Tamil,"College Students",2024-08-03,15,13397,1747,380,144,84960,2056.59,-0.71,16.95
NY-CMP-1820,Email,"Premium Shoppers","YouTube, Facebook",Bengali,"Tier 2 City Customers",2025-05-01,5,37808,2994,1410,963,249417,276.4,-0.06,14.2
NY-CMP-1821,"Paid Ads",Youth,Facebook,Tamil,"College Students",2025-02-04,15,59578,4572,2088,1383,461922,118.23,1.83,13.5
NY-CMP-1822,SEO,Youth,Email,Tamil,"Premium Shoppers",2024-07-16,17,17174,1615,529,323,241927,893.27,-0.16,14.36
NY-CMP-1823,"Paid Ads",Youth,YouTube,English,"Premium Shoppers",2024-10-06,23,63250,4352,1997,744,397296,316.21,0.69,11.21
NY-CMP-1824,"Paid Ads","Tier 2 City Customers","Facebook, Instagram, Google",English,Youth,2024-08-13,7,47599,1787,749,319,66990,261.86,-0.2,6
NY-CMP-1825,Influencer,Youth,"Instagram, YouTube, Email",Tamil,"Working Women",2024-09-14,14,46989,4592,1246,941,350052,274.8,0.35,14.43
NY-CMP-1826,"Social Media","Premium Shoppers","Google, Email, YouTube",Tamil,"College Students",2025-05-08,6,28791,2887,1363,625,443750,209.76,2.38,16.93
NY-CMP-1827,Email,"College Students","Email, Facebook",English,"Premium Shoppers",2025-02-09,17,69302,9786,4376,3335,1904285,66.98,7.52,25.25
NY-CMP-1828,"Social Media","Premium Shoppers",Email,Tamil,"College Students",2025-05-01,21,96576,6574,2012,892,506656,272.16,1.09,9.81
NY-CMP-1829,"Social Media",Youth,"Google, YouTube, Instagram",English,"Premium Shoppers",2024-11-17,15,95206,9762,4539,2348,749012,118.76,1.69,17.49
NY-CMP-1830,"Paid Ads","Premium Shoppers","Instagram, WhatsApp",Tamil,"Premium Shoppers",2025-02-04,25,41667,4151,1665,1220,492880,64.06,5.31,16.89
NY-CMP-1831,"Paid Ads","Tier 2 City Customers",Email,Bengali,Youth,2025-01-02,9,75865,6780,3391,1654,342378,73.41,1.82,15.59
NY-CMP-1832,"Paid Ads",Youth,"Google, Facebook, WhatsApp",Bengali,Youth,2025-02-04,12,32966,4101,1017,783,496422,326.98,0.94,17.9
NY-CMP-1833,"Paid Ads","Premium Shoppers","Google, Instagram, WhatsApp",Bengali,"Working Women",2025-01-08,14,78901,5933,1992,779,467400,347.44,0.73,11.03
NY-CMP-1834,Influencer,Youth,Instagram,English,"Premium Shoppers",2024-08-16,28,58625,4691,2002,1247,880382,47.51,13.86,13.54
NY-CMP-1835,"Paid Ads",Youth,"Facebook, WhatsApp, Google",Tamil,"Working Women",2024-07-04,18,57039,4384,999,778,408450,333.25,0.58,10.8
NY-CMP-1836,Influencer,"Tier 2 City Customers","Instagram, Facebook",Hindi,"Tier 2 City Customers",2025-06-03,7,84987,11904,4413,2412,1109520,68.56,5.71,22.04
NY-CMP-1837,"Social Media","Working Women","YouTube, Google, Email",English,"Premium Shoppers",2025-02-11,11,56514,5722,1515,1167,245070,103.99,1.02,14.87
NY-CMP-1838,"Paid Ads","College Students","Facebook, YouTube, Instagram",English,"Tier 2 City Customers",2024-11-02,5,67550,7945,2623,1927,1163908,150.65,3.01,18.5
NY-CMP-1839,SEO,"College Students",WhatsApp,Tamil,"Tier 2 City Customers",2025-06-10,6,66416,4839,2693,1958,843898,74.54,4.78,14.29
NY-CMP-1840,"Paid Ads","Working Women",Google,English,"Premium Shoppers",2025-01-20,11,48259,1088,647,493,143956,436.47,-0.33,4.62
NY-CMP-1841,Influencer,"Working Women",Email,Bengali,"College Students",2025-03-09,10,72203,1700,391,126,72450,1962.83,-0.71,3.07
NY-CMP-1842,Email,Youth,"Facebook, YouTube",Bengali,"Tier 2 City Customers",2025-01-26,16,13193,1160,427,289,217617,1004.47,-0.25,14.22
NY-CMP-1843,Influencer,"Working Women","YouTube, Instagram, Email",Bengali,Youth,2024-11-17,13,17454,1734,890,402,259692,195.12,2.31,17.34
NY-CMP-1844,"Social Media","Tier 2 City Customers","WhatsApp, Google, Facebook",Bengali,"Premium Shoppers",2025-04-20,22,43452,6065,1568,903,643839,75.11,8.49,19.64
NY-CMP-1845,Email,"Tier 2 City Customers",Facebook,English,"College Students",2024-12-10,25,22413,1675,714,271,71815,220.72,0.2,11.87
NY-CMP-1846,"Paid Ads","Premium Shoppers","Google, YouTube",English,Youth,2025-01-20,19,40581,1593,886,451,307131,404.7,0.68,7.22
NY-CMP-1847,SEO,"College Students","Google, WhatsApp",Tamil,"College Students",2024-10-14,28,28513,2132,580,419,331429,576.33,0.37,10.98
NY-CMP-1848,Email,"College Students",Email,Tamil,"Tier 2 City Customers",2024-07-10,28,14147,1461,837,609,249690,421.8,-0.03,20.55
NY-CMP-1849,SEO,Youth,"Facebook, Instagram",English,"Premium Shoppers",2025-01-26,13,38707,1106,319,185,94165,703.51,-0.28,4.16
NY-CMP-1850,Email,"Premium Shoppers","Email, Google",English,"Working Women",2025-04-22,11,43540,6497,3227,1575,1234800,178.52,3.39,25.95
NY-CMP-1851,"Paid Ads","College Students",YouTube,Tamil,Youth,2025-04-19,28,45468,3810,1031,442,305422,222.74,2.1,11.62
NY-CMP-1852,Influencer,"College Students","WhatsApp, Email",Hindi,"Premium Shoppers",2025-01-11,29,41505,6170,3483,2771,961537,52.41,5.62,29.93
NY-CMP-1853,"Paid Ads","Working Women","WhatsApp, Google, YouTube",Bengali,"Tier 2 City Customers",2024-11-03,20,96602,6466,1867,1479,961350,41.85,14.53,10.16
NY-CMP-1854,"Social Media","College Students","WhatsApp, Email",Tamil,"Working Women",2024-11-16,8,29986,1376,514,325,246350,858.9,-0.12,7.39
NY-CMP-1855,Influencer,"College Students","Instagram, WhatsApp",Bengali,"Tier 2 City Customers",2025-05-07,9,52781,6190,3519,1965,1554315,29.22,26.07,22.12
NY-CMP-1856,SEO,Youth,"WhatsApp, Instagram",Hindi,"College Students",2024-10-26,25,69299,8802,4029,1594,564276,55.71,5.35,20.82
NY-CMP-1857,"Paid Ads","Working Women","Email, Google, Instagram",Tamil,Youth,2024-09-12,6,31670,3702,2008,963,311049,255.91,0.26,21.07
NY-CMP-1858,"Social Media","College Students",Instagram,Tamil,"Tier 2 City Customers",2024-07-08,17,48282,4460,1741,1078,271656,267.47,-0.06,15.08
NY-CMP-1859,"Paid Ads","Tier 2 City Customers","Email, Facebook",English,"College Students",2024-10-27,18,83849,7862,1985,650,314600,458.64,0.06,12.52
NY-CMP-1860,"Social Media","Working Women","Google, Facebook, YouTube",English,Youth,2025-01-24,9,43278,5677,2376,1309,683298,88.83,4.88,21.63
NY-CMP-1861,SEO,"Working Women",WhatsApp,Tamil,"College Students",2024-12-06,27,70387,4252,2294,1545,692160,156.49,1.86,11.5
NY-CMP-1862,"Social Media","College Students","YouTube, Email, Google",Hindi,"Working Women",2024-07-28,10,62286,4826,2011,1244,291096,108.13,1.16,12.97
NY-CMP-1863,Influencer,"Premium Shoppers","WhatsApp, Facebook",Hindi,"Tier 2 City Customers",2025-04-06,30,56101,5619,3054,1902,1202064,49.61,11.74,18.85
NY-CMP-1864,"Paid Ads","Working Women","Instagram, YouTube, Email",Tamil,"College Students",2024-10-24,22,61482,2768,1572,518,395752,159.93,3.78,7.9
NY-CMP-1865,SEO,"College Students","WhatsApp, Facebook, Google",Tamil,"Working Women",2024-08-08,19,57598,3097,1266,600,310800,279.34,0.85,8.62
NY-CMP-1866,Influencer,"Working Women",WhatsApp,English,Youth,2025-04-17,16,67958,7166,2675,1623,373290,107.45,1.14,16.87
NY-CMP-1867,SEO,"Working Women","Email, YouTube",Bengali,"Tier 2 City Customers",2025-04-19,16,60914,2936,1483,1013,466993,64.35,6.16,8.92
NY-CMP-1868,SEO,"Tier 2 City Customers","Email, Instagram",Tamil,"College Students",2025-04-18,16,73094,10190,3909,1398,673836,104.18,3.63,21.2
NY-CMP-1869,SEO,"Tier 2 City Customers",YouTube,Hindi,Youth,2024-10-12,20,89331,3365,1705,1183,330057,253.04,0.1,7
NY-CMP-1870,Email,"Tier 2 City Customers","WhatsApp, Instagram",English,"Premium Shoppers",2024-12-12,25,84264,5068,1604,1212,892032,162.05,3.54,9.36
NY-CMP-1871,SEO,"Tier 2 City Customers","Facebook, Email, Google",Bengali,"Tier 2 City Customers",2024-08-07,23,57610,8167,2777,1612,1233180,152.81,4.01,21.79
NY-CMP-1872,Influencer,"Tier 2 City Customers","Instagram, Google, Facebook",English,"Working Women",2025-04-10,23,39000,2193,1118,685,322635,257.82,0.83,10.25
NY-CMP-1873,Email,"Premium Shoppers","Facebook, Google, YouTube",English,Youth,2025-05-18,20,76327,5411,2369,1049,597930,278.22,1.05,11.57
NY-CMP-1874,SEO,"Tier 2 City Customers","Google, Instagram, Facebook",English,"Tier 2 City Customers",2025-03-27,19,87903,5932,2736,937,656837,81.49,7.6,10.93
NY-CMP-1875,SEO,"Premium Shoppers","Instagram, Email",Bengali,Youth,2025-01-01,24,40499,2290,791,599,174309,88.14,2.3,9.09
NY-CMP-1876,Influencer,"Tier 2 City Customers","Facebook, YouTube",Tamil,"Premium Shoppers",2024-12-08,17,32872,1366,290,186,147870,912.82,-0.13,5.6
NY-CMP-1877,Email,"Tier 2 City Customers","Google, Email, Facebook",Bengali,"Working Women",2025-01-10,20,11315,411,121,81,52731,704.83,-0.08,5.42
NY-CMP-1878,"Social Media","College Students","Email, Facebook",English,Youth,2024-07-08,10,27856,3359,1967,805,264845,77.44,3.25,22.01
