Campaign_ID,Campaign_Type,Target_Audience,Channel_Used,Language,Customer_Segment,campaign_start_date,campaign_end_date,total_duration_days,impressions,clicks,leads,conversions,revenue,acquisition_cost,avg_roi,avg_engagement_score,ctr,cpc,conversion_rate,cpa,roas
NY-CMP-1112,"Social Media","Tier 2 City Customers","Facebook, Google",Bengali,"Working Women",2025-06-19,2025-06-19,6,37912,2193,1175,779,555427,69.68,9.23,10.94,0.0578,0.03177382580939353,0.3552,0.08944801026957638,7971.110792192881
NY-CMP-1113,Influencer,Youth,"WhatsApp, Facebook, Instagram",English,"Working Women",2024-09-13,2024-09-13,28,84684,6830,3006,2183,1403669,37.23,16.27,14.19,0.0807,0.005450951683748169,0.3196,0.0170545121392579,37702.632285791035
NY-CMP-1114,"Social Media","Tier 2 City Customers","Facebook, Instagram, YouTube",Hindi,"College Students",2024-09-26,2024-09-26,27,51006,7110,2461,769,432178,298.91,0.88,20.27,0.1394,0.04204078762306611,0.1082,0.3886996098829649,1445.846575892409
NY-CMP-1115,Influencer,"Working Women","WhatsApp, Facebook",Bengali,"Working Women",2025-05-10,2025-05-10,10,71767,10510,5442,3276,1539720,60.15,6.81,26.79,0.1464,0.005723120837297812,0.3117,0.01836080586080586,25598.004987531174
NY-CMP-1116,"Paid Ads","College Students","WhatsApp, Facebook, YouTube",English,"Working Women",2024-08-23,2024-08-23,17,92095,9825,4595,2248,1717472,34.81,20.95,18.1,0.1067,0.0035430025445292623,0.2288,0.015484875444839858,49338.46595805803
NY-CMP-1117,"Paid Ads",Youth,Facebook,Hindi,"College Students",2024-12-15,2024-12-15,20,74063,6065,1600,687,324951,297.63,0.59,11.28,0.0819,0.04907337180544105,0.1133,0.4332314410480349,1091.7951819373047
NY-CMP-1118,"Social Media","Working Women","Instagram, YouTube, Google",English,"Premium Shoppers",2024-10-18,2024-10-18,13,36974,3888,2249,752,407584,182.75,1.97,18.63,0.1052,0.04700360082304527,0.1934,0.24301861702127658,2230.281805745554
NY-CMP-1119,Email,"Premium Shoppers",YouTube,Tamil,Youth,2025-06-13,2025-06-13,15,46818,3423,2031,1219,884994,154.12,3.71,14.25,0.0731,0.04502483201869705,0.3561,0.12643150123051683,5742.239813132624
NY-CMP-1120,Influencer,"Premium Shoppers",YouTube,English,"Tier 2 City Customers",2024-11-17,2024-11-17,26,80082,10026,2337,1352,913952,80.25,7.42,17.13,0.1252,0.008004189108318372,0.1348,0.05935650887573964,11388.809968847352
NY-CMP-1121,Email,"Working Women","Instagram, Facebook",Bengali,"Premium Shoppers",2025-01-09,2025-01-09,11,18334,2001,1096,868,402752,165.01,1.81,21.63,0.1091,0.08246376811594203,0.4338,0.19010368663594468,2440.7732864674867
NY-CMP-1122,Influencer,"Working Women",Facebook,Hindi,"Premium Shoppers",2025-01-24,2025-01-24,21,74764,8071,3586,1901,885866,155.84,1.99,18.13,0.1080,0.019308635856771155,0.2355,0.08197790636507102,5684.45841889117
NY-CMP-1123,"Social Media","Tier 2 City Customers","Instagram, Email",Hindi,"Premium Shoppers",2025-04-02,2025-04-02,29,74129,2626,1462,1163,623368,141.12,2.8,7.08,0.0354,0.05373952779893374,0.4429,0.12134135855546002,4417.2902494331065
NY-CMP-1124,Influencer,"Tier 2 City Customers",Facebook,Hindi,"Working Women",2025-05-19,2025-05-19,29,27923,2989,1452,817,625822,359.28,1.13,18.83,0.1070,0.12020073603211776,0.2733,0.4397552019583843,1741.878200846137
NY-CMP-1125,"Paid Ads","College Students","Instagram, Facebook, Email",English,"Premium Shoppers",2024-12-15,2024-12-15,28,19354,637,246,74,33522,1025.97,-0.56,4.94,0.0329,1.6106279434850863,0.1162,13.864459459459459,32.67346998450247
NY-CMP-1126,"Social Media","Tier 2 City Customers","Instagram, Google",Bengali,"Tier 2 City Customers",2024-11-26,2024-11-26,8,25188,1025,472,187,118558,480.96,0.32,6.69,0.0407,0.4692292682926829,0.1824,2.5719786096256683,246.5028276779774
NY-CMP-1127,Influencer,"Premium Shoppers",WhatsApp,Tamil,"College Students",2025-01-20,2025-01-20,18,29617,2372,865,538,368530,168.8,3.06,12.75,0.0801,0.07116357504215852,0.2268,0.3137546468401487,2183.2345971563977
NY-CMP-1128,SEO,"Premium Shoppers","Email, Instagram",Hindi,"Working Women",2024-12-04,2024-12-04,27,25041,3511,991,379,223231,598.76,-0.02,19.49,0.1402,0.17053830817430932,0.1079,1.5798416886543536,372.8221658093393
NY-CMP-1129,"Social Media","Working Women","Email, Google",Hindi,Youth,2025-05-21,2025-05-21,11,78990,2360,1125,732,453840,347.66,0.78,5.34,0.0299,0.1473135593220339,0.3102,0.47494535519125686,1305.413334867399
NY-CMP-1130,Email,Youth,Facebook,Hindi,Youth,2025-05-01,2025-05-01,30,88461,2327,999,358,100956,410.1,-0.31,4.16,0.0263,0.1762354963472282,0.1538,1.1455307262569834,246.17410387710314
NY-CMP-1131,SEO,"Tier 2 City Customers",Email,Tamil,"Premium Shoppers",2025-06-04,2025-06-04,16,16853,656,378,287,80073,1039.27,-0.73,7.84,0.0389,1.5842530487804878,0.4375,3.6211498257839723,77.04735054413194
NY-CMP-1132,SEO,"Working Women","WhatsApp, Google",Tamil,Youth,2025-04-29,2025-04-29,20,83484,6219,2837,1554,536130,69.08,3.99,12.71,0.0745,0.011107895159993568,0.2499,0.04445302445302445,7761.001737116387
NY-CMP-1133,"Paid Ads","Premium Shoppers",Facebook,Tamil,"Working Women",2024-11-24,2024-11-24,18,79948,1641,630,499,279440,465.08,0.2,3.46,0.0205,0.2834125533211456,0.3041,0.9320240480961923,600.842865743528
NY-CMP-1134,SEO,"College Students","Email, Facebook",Tamil,"Premium Shoppers",2025-06-10,2025-06-10,10,83836,9077,3824,1553,851044,106.54,4.14,17.24,0.1083,0.011737358157981713,0.1711,0.06860270444301353,7988.0232776422
NY-CMP-1135,"Paid Ads",Youth,"WhatsApp, Google",Bengali,"Tier 2 City Customers",2024-12-17,2024-12-17,6,82314,11125,4379,1588,1056020,82.69,7.04,20.76,0.1352,0.0074328089887640445,0.1427,0.05207178841309824,12770.830813883178
NY-CMP-1136,Email,Youth,"Instagram, YouTube, Google",Bengali,Youth,2024-12-17,2024-12-17,13,15809,2154,449,305,195200,491.68,0.3,18.39,0.1363,0.228263695450325,0.1416,1.6120655737704919,397.00618288317605
NY-CMP-1137,Influencer,"Working Women","Instagram, Facebook",Tamil,"Premium Shoppers",2025-01-22,2025-01-22,21,23866,1157,471,295,98530,542.93,-0.38,8.06,0.0485,0.4692566983578219,0.2550,1.8404406779661016,181.47827528410662
NY-CMP-1138,SEO,"Premium Shoppers","WhatsApp, Google",English,"Tier 2 City Customers",2024-08-01,2024-08-01,19,73044,3187,1759,569,385782,184.41,2.68,7.55,0.0436,0.05786319422654534,0.1785,0.32409490333919155,2091.9798275581584
NY-CMP-1139,"Social Media","Tier 2 City Customers",Facebook,Hindi,"Premium Shoppers",2025-02-24,2025-02-24,23,26385,2511,940,434,199640,653.94,-0.3,14.72,0.0952,0.2604301075268817,0.1728,1.5067741935483872,305.287946906444
NY-CMP-1140,Email,"Premium Shoppers","Email, YouTube, Facebook",Tamil,"Tier 2 City Customers",2025-05-30,2025-05-30,5,68710,8506,4996,3472,2249856,38.16,15.98,24.7,0.1238,0.004486245003526922,0.4082,0.010990783410138249,58958.49056603774
NY-CMP-1141,Email,"Premium Shoppers","Google, WhatsApp",Tamil,"College Students",2025-05-30,2025-05-30,17,66210,5609,2776,1529,518331,101.69,2.33,14.97,0.0847,0.018129791406667855,0.2726,0.06650752125572269,5097.167863113384
NY-CMP-1142,SEO,"College Students","WhatsApp, Google, Email",English,"College Students",2025-04-07,2025-04-07,10,29278,3293,1504,1073,716764,254.52,1.62,20.05,0.1125,0.07729122380807775,0.3258,0.23720410065237651,2816.140185447116
NY-CMP-1143,Email,"Premium Shoppers","WhatsApp, Instagram, YouTube",Bengali,Youth,2025-04-12,2025-04-12,30,35430,4351,1006,682,403062,165.63,2.57,17.04,0.1228,0.038067111008963456,0.1567,0.2428592375366569,2433.5084223872486
NY-CMP-1144,SEO,"College Students",Facebook,Hindi,"College Students",2024-09-03,2024-09-03,14,13214,530,213,156,118872,1568.28,-0.51,6.8,0.0401,2.959018867924528,0.2943,10.053076923076922,75.79768918815518
NY-CMP-1145,Influencer,Youth,Instagram,Hindi,Youth,2025-01-12,2025-01-12,20,54685,5423,2255,1052,724828,279.17,1.47,15.96,0.0992,0.051478886225336536,0.1940,0.2653707224334601,2596.3678045635274
NY-CMP-1146,"Paid Ads","Premium Shoppers",Facebook,Hindi,"College Students",2024-11-19,2024-11-19,15,40445,2689,1201,814,351648,75.35,4.73,11.63,0.0665,0.028021569356638153,0.3027,0.09256756756756757,4666.861313868613
NY-CMP-1147,Influencer,"Premium Shoppers","Email, Google",Bengali,"Premium Shoppers",2024-12-06,2024-12-06,18,45821,2552,965,733,433936,245.74,1.41,9.28,0.0557,0.09629310344827587,0.2872,0.3352523874488404,1765.833808089851
NY-CMP-1148,Influencer,Youth,Instagram,English,"Premium Shoppers",2025-05-01,2025-05-01,9,51791,2432,1287,638,304326,421.13,0.13,8.41,0.0470,0.17316200657894737,0.2623,0.6600783699059561,722.6414646308741
NY-CMP-1149,Influencer,"Tier 2 City Customers","Facebook, Email, YouTube",Hindi,"College Students",2025-02-17,2025-02-17,20,82365,9920,2972,2086,1410136,43.11,14.68,18.18,0.1204,0.004345766129032258,0.2103,0.02066634707574305,32710.183252145674
NY-CMP-1150,SEO,"Premium Shoppers","Email, YouTube, Facebook",Tamil,"Working Women",2024-07-27,2024-07-27,7,68867,5342,2966,1331,806586,174.47,2.47,14,0.0776,0.032660052414825905,0.2492,0.13108189331329828,4623.064137100934
NY-CMP-1151,Influencer,"College Students",Email,English,"Premium Shoppers",2025-03-30,2025-03-30,13,28582,2086,630,411,286467,590.9,0.18,10.94,0.0730,0.28326941514860976,0.1970,1.437712895377129,484.79776611947875
NY-CMP-1152,"Social Media","Tier 2 City Customers","Facebook, Instagram, WhatsApp",English,"Tier 2 City Customers",2024-12-11,2024-12-11,5,51059,4666,1088,708,489228,175.27,2.94,12.66,0.0914,0.03756322331761681,0.1517,0.24755649717514125,2791.2820220231642
NY-CMP-1153,Email,"College Students",Google,English,Youth,2024-12-19,2024-12-19,24,45295,1953,473,282,126618,1037.53,-0.57,5.98,0.0431,0.5312493599590373,0.1444,3.6791843971631204,122.03791697589467
NY-CMP-1154,Email,"Premium Shoppers",Email,Bengali,"College Students",2025-01-14,2025-01-14,18,17721,1182,499,348,244644,562.61,0.25,11.45,0.0667,0.47598138747884944,0.2944,1.6166954022988507,434.83763175201295
NY-CMP-1155,"Social Media","Working Women",Email,Tamil,"Premium Shoppers",2024-10-17,2024-10-17,19,69264,4578,2686,1713,426537,68.25,2.65,12.96,0.0661,0.014908256880733946,0.3742,0.03984238178633975,6249.626373626374
NY-CMP-1156,Influencer,Youth,WhatsApp,Tamil,Youth,2025-03-11,2025-03-11,20,59293,3248,1030,375,159375,543.29,-0.22,7.85,0.0548,0.16726908866995072,0.1155,1.4487733333333332,293.35161700012884
NY-CMP-1157,"Social Media","Working Women","Email, Instagram",Hindi,"Premium Shoppers",2025-03-18,2025-03-18,21,95024,4526,2403,1110,698190,208.42,2.02,8.46,0.0476,0.046049491825011044,0.2452,0.18776576576576576,3349.9184339314847
NY-CMP-1158,"Social Media","Premium Shoppers",Instagram,Bengali,"College Students",2025-04-11,2025-04-11,9,90608,4315,1453,798,454860,278.28,1.05,7.25,0.0476,0.06449130938586325,0.1849,0.34872180451127816,1634.5407503234155
NY-CMP-1159,Influencer,Youth,"YouTube, Email, WhatsApp",Hindi,"College Students",2025-02-28,2025-02-28,23,82580,4262,1550,640,503040,111.02,6.08,7.81,0.0516,0.02604880337869545,0.1502,0.17346875,4531.075481895155
NY-CMP-1160,"Paid Ads","Tier 2 City Customers","YouTube, Instagram, Email",Bengali,"Working Women",2024-07-30,2024-07-30,30,63757,7705,2853,2135,1505175,121.85,4.79,19.91,0.1208,0.01581440622972096,0.2771,0.05707259953161592,12352.687730816579
NY-CMP-1161,"Social Media","Working Women","Email, Facebook, Instagram",Tamil,"College Students",2025-04-15,2025-04-15,30,11624,517,212,107,24182,602.61,-0.62,7.19,0.0445,1.1655899419729208,0.2070,5.631869158878505,40.128773170043644
NY-CMP-1162,Influencer,"College Students","Instagram, YouTube",Hindi,"Working Women",2024-12-08,2024-12-08,14,80088,8372,4336,1362,659208,164.45,1.94,17.57,0.1045,0.019642857142857142,0.1627,0.12074155653450806,4008.561872909699
NY-CMP-1163,Email,"Tier 2 City Customers",Google,Tamil,"Working Women",2025-06-06,2025-06-06,22,19512,1861,467,154,69454,749.47,-0.4,12.72,0.0954,0.4027243417517464,0.0828,4.8666883116883115,92.67082071330407
NY-CMP-1164,SEO,Youth,Email,Hindi,"Working Women",2025-03-31,2025-03-31,17,88983,3681,1549,1150,326600,259.94,0.09,7.17,0.0414,0.07061668024993208,0.3124,0.22603478260869564,1256.443794721859
NY-CMP-1165,"Social Media","College Students","Facebook, Google, WhatsApp",Tamil,"Working Women",2024-07-17,2024-07-17,7,17111,1661,476,293,221801,926.14,-0.18,14.2,0.0971,0.5575797712221553,0.1764,3.1608873720136517,239.48970997905283
NY-CMP-1166,SEO,"College Students","Email, YouTube, Facebook",English,"College Students",2025-04-21,2025-04-21,24,34872,2630,1328,742,389550,288.64,0.82,13.48,0.0754,0.10974904942965778,0.2821,0.38900269541778976,1349.605044345898
NY-CMP-1167,"Paid Ads","Tier 2 City Customers",Email,Bengali,"Premium Shoppers",2025-03-19,2025-03-19,10,25223,1517,427,205,151495,1092.03,-0.32,8.52,0.0601,0.7198615688859591,0.1351,5.326975609756097,138.72787377636146
NY-CMP-1168,"Social Media","College Students","Instagram, Google",English,"Tier 2 City Customers",2024-08-23,2024-08-23,24,48451,4172,1639,744,575856,194.41,2.98,13.53,0.0861,0.04659875359539789,0.1783,0.2613037634408602,2962.0698523738492
NY-CMP-1169,Influencer,"College Students",WhatsApp,Tamil,Youth,2025-03-30,2025-03-30,8,65218,3095,1207,605,203280,157.55,1.13,7.52,0.0475,0.05090468497576737,0.1955,0.26041322314049586,1290.2570612503966
NY-CMP-1170,SEO,Youth,"Instagram, YouTube, WhatsApp",English,"Premium Shoppers",2025-04-13,2025-04-13,14,67143,6270,1563,996,367524,172.55,1.14,13.15,0.0934,0.027519936204146733,0.1589,0.17324297188755022,2129.956534337873
NY-CMP-1171,"Paid Ads","College Students","Email, YouTube, Google",Bengali,"Tier 2 City Customers",2025-06-14,2025-06-14,15,52106,6537,3340,2149,530803,87.02,1.84,23.08,0.1255,0.013311916781398194,0.3287,0.040493252675663095,6099.781659388646
NY-CMP-1172,SEO,"Premium Shoppers","Google, WhatsApp, YouTube",English,"Working Women",2024-09-05,2024-09-05,16,47178,5999,1619,787,208555,108.26,1.45,17.82,0.1272,0.01804634105684281,0.1312,0.13756035578144854,1926.4271198965453
NY-CMP-1173,"Social Media","College Students","WhatsApp, Instagram",English,"Premium Shoppers",2024-10-30,2024-10-30,20,36818,4147,1962,821,605077,285.43,1.58,18.82,0.1126,0.0688280684832409,0.1980,0.3476613885505481,2119.8787793854885
NY-CMP-1174,Influencer,"Tier 2 City Customers","Email, Instagram, Facebook",Hindi,"Premium Shoppers",2024-08-10,2024-08-10,29,43779,6115,2546,830,486380,147.54,2.97,21.68,0.1397,0.024127555192150447,0.1357,0.1777590361445783,3296.5975328724417
NY-CMP-1175,Email,"Premium Shoppers","Google, Email",Bengali,"Working Women",2025-01-06,2025-01-06,24,86278,8468,2627,894,313794,209.55,0.68,13.9,0.0981,0.024746102975909307,0.1056,0.23439597315436242,1497.4659985683606
NY-CMP-1176,"Social Media","Premium Shoppers","YouTube, WhatsApp",Tamil,Youth,2025-05-27,2025-05-27,21,76182,5221,1153,369,255717,457.74,0.51,8.85,0.0685,0.08767285960543958,0.0707,1.2404878048780488,558.6511993708218
NY-CMP-1177,SEO,"Working Women","WhatsApp, Instagram, Email",English,"Tier 2 City Customers",2025-05-31,2025-05-31,6,19321,2135,842,668,315296,288.51,0.64,18.87,0.1105,0.1351334894613583,0.3129,0.4319011976047904,1092.8425357873211
NY-CMP-1178,"Social Media","Tier 2 City Customers",Instagram,Tamil,Youth,2025-02-03,2025-02-03,11,84073,8987,2501,1391,299065,200.36,0.07,15.32,0.1069,0.02229442528096139,0.1548,0.14404025880661395,1492.6382511479337
NY-CMP-1179,"Paid Ads","College Students",WhatsApp,Bengali,"Working Women",2024-11-14,2024-11-14,12,65938,3288,787,503,308842,584.84,0.05,6.94,0.0499,0.17787104622871047,0.1530,1.162703777335984,528.0794747281308
NY-CMP-1180,Email,"Working Women","Email, Instagram",Hindi,"Premium Shoppers",2025-03-05,2025-03-05,15,74125,2515,789,398,280988,169.17,3.17,4.99,0.0339,0.06726441351888668,0.1583,0.4250502512562814,1660.980079210262
NY-CMP-1181,SEO,"College Students","YouTube, Facebook, WhatsApp",Hindi,"Working Women",2024-08-11,2024-08-11,14,25506,1598,642,445,208260,621.85,-0.25,10.53,0.0627,0.3891426783479349,0.2785,1.3974157303370787,334.90391573530593
NY-CMP-1182,Email,"Tier 2 City Customers","Email, Facebook, WhatsApp",Tamil,"College Students",2025-04-07,2025-04-07,9,10381,1025,243,165,96690,1097.96,-0.47,13.8,0.0987,1.071180487804878,0.1610,6.654303030303031,88.0633174250428
NY-CMP-1183,Email,"Premium Shoppers",WhatsApp,Hindi,"Working Women",2024-12-31,2024-12-31,6,90785,7279,3900,2596,1056572,43.42,8.37,15.17,0.0802,0.005965105096853963,0.3566,0.01672573189522342,24333.763242745277
NY-CMP-1184,Email,Youth,"Facebook, YouTube, Email",Tamil,Youth,2025-02-27,2025-02-27,25,60728,6390,3134,1810,1134870,110.2,4.69,18.66,0.1052,0.017245696400625978,0.2833,0.060883977900552486,10298.275862068966
NY-CMP-1185,"Social Media","Working Women",Instagram,Tamil,"Premium Shoppers",2025-06-12,2025-06-12,7,16698,556,128,57,42123,3507.65,-0.79,4.44,0.0333,6.308723021582734,0.1025,61.53771929824561,12.00889484412641
NY-CMP-1186,Email,"Premium Shoppers","Email, YouTube",Bengali,"Premium Shoppers",2024-09-20,2024-09-20,20,97242,14022,3371,2067,824733,26.59,14,20.01,0.1442,0.0018963058051633147,0.1474,0.012864054184808902,31016.66039864611
NY-CMP-1187,SEO,"Premium Shoppers","Email, Google",English,"Tier 2 City Customers",2025-02-03,2025-02-03,24,90982,3250,1622,1245,750735,142.18,3.24,6.72,0.0357,0.04374769230769231,0.3831,0.1142008032128514,5280.173020115347
NY-CMP-1188,"Paid Ads","Working Women","Google, YouTube, Facebook",Tamil,"Tier 2 City Customers",2024-11-29,2024-11-29,26,32842,4033,1838,1444,1121988,191.29,3.06,22.27,0.1228,0.04743119266055046,0.3580,0.13247229916897507,5865.377176015474
NY-CMP-1189,"Social Media",Youth,"Google, Email, YouTube",Tamil,"Premium Shoppers",2025-05-05,2025-05-05,28,32021,3377,1323,474,179172,395.56,-0.04,16.16,0.1055,0.11713355048859934,0.1404,0.8345147679324895,452.95783193447267
NY-CMP-1190,SEO,Youth,YouTube,English,"College Students",2024-11-16,2024-11-16,15,36796,1581,774,302,89392,638.87,-0.54,7.22,0.0430,0.4040923466160658,0.1910,2.11546357615894,139.92204986930048
NY-CMP-1191,Email,"College Students","Google, WhatsApp",Bengali,"Tier 2 City Customers",2025-06-07,2025-06-07,9,12688,1029,579,357,234906,684.03,-0.04,15.49,0.0811,0.6647521865889212,0.3469,1.9160504201680673,343.4147625104162
NY-CMP-1192,"Social Media","Working Women",Email,Tamil,Youth,2025-05-17,2025-05-17,21,84359,11028,3084,1901,1186224,40.64,14.35,18.98,0.1307,0.003685165034457744,0.1724,0.021378221988427145,29188.582677165356
NY-CMP-1193,"Social Media","Working Women","WhatsApp, YouTube, Facebook",Bengali,"College Students",2025-04-18,2025-04-18,9,52151,4951,1155,718,464546,255.1,1.54,13.09,0.0949,0.05152494445566552,0.1450,0.3552924791086351,1821.0348882791063
NY-CMP-1194,Influencer,"Premium Shoppers","Email, Instagram",English,"Premium Shoppers",2025-05-27,2025-05-27,7,99006,13901,5326,2649,1491387,22.58,23.93,22.1,0.1404,0.0016243435724048628,0.1906,0.008523971309928274,66049.02568644819
NY-CMP-1195,Influencer,"College Students",Google,Tamil,"Tier 2 City Customers",2025-02-22,2025-02-22,9,16548,1532,717,505,111100,231.54,-0.05,16.64,0.0926,0.15113577023498695,0.3296,0.45849504950495046,479.83069879934357
NY-CMP-1196,SEO,"College Students",Facebook,English,"Tier 2 City Customers",2025-05-30,2025-05-30,16,82471,5797,3251,1940,1369640,101.63,5.95,13.32,0.0703,0.017531481800931517,0.3347,0.052386597938144326,13476.729312210962
NY-CMP-1197,"Social Media","Premium Shoppers","Email, Google, WhatsApp",English,Youth,2024-08-29,2024-08-29,13,74621,4124,1052,353,110489,414.62,-0.25,7.41,0.0553,0.10053831231813773,0.0856,1.1745609065155806,266.4825623462448
NY-CMP-1198,"Paid Ads","Premium Shoppers","Google, Instagram",Tamil,Youth,2025-03-16,2025-03-16,12,60166,7720,3135,1375,723250,184.29,1.85,20.33,0.1283,0.023871761658031086,0.1781,0.1340290909090909,3924.5211351673993
NY-CMP-1199,Influencer,"Working Women",Instagram,Tamil,"Working Women",2025-05-11,2025-05-11,14,23232,1381,498,269,101413,931.68,-0.6,9.25,0.0594,0.6746415640839971,0.1948,3.4634944237918215,108.84960501459729
NY-CMP-1200,Influencer,Youth,"YouTube, Email",English,Youth,2025-02-28,2025-02-28,14,61590,3296,700,331,241299,606.17,0.2,7.03,0.0535,0.18391080097087378,0.1004,1.8313293051359516,398.07149809459395
NY-CMP-1201,SEO,"Tier 2 City Customers",Instagram,Tamil,"Tier 2 City Customers",2024-08-01,2024-08-01,25,45557,3992,1691,995,584065,291.77,1.01,14.66,0.0876,0.07308867735470942,0.2492,0.2932361809045226,2001.7993625115676
